company_permalink,company_name,company_category_code,company_country_code,company_state_code,company_region,company_city,acquirer_permalink,acquirer_name,acquirer_category_code,acquirer_country_code,acquirer_state_code,acquirer_region,acquirer_city,acquired_at,acquired_month,acquired_quarter,acquired_year, price_amount ,price_currency_code
/company/alfa-sistemi-telemedia,Alfa Sistemi Telemedia,,,,unknown,,/company/kranem,Kranem,analytics,USA,CA,SF Bay,San Mateo,12/7/11,2011-12,2011-Q4,2011,,USD
/company/alfabet,alfabet,software,USA,MA,Boston,Cambridge,/company/software-ag,Software AG,,USA,VA,Washington DC,Reston,6/3/13,2013-06,2013-Q2,2013,,USD
/company/alfabetic,Alfabetic,advertising,ISR,,Kibutz Tsorah,Kibutz Tsorah,/company/whitesmoke,WhiteSmoke,software,USA,DE,Willmington,Wilmington,6/30/09,2009-06,2009-Q2,2009,"155,000",USD
/company/alg,ALG,,,,unknown,,/company/truecar,TRUECar,transportation,USA,CA,Los Angeles,Santa Monica,10/1/11,2011-10,2011-Q4,2011,,USD
/company/algeta,Algeta,biotech,NOR,,Oslo,Oslo,/company/bayer-ag-germany,Bayer AG,biotech,DEU,,Germany - Other,,12/19/13,2013-12,2013-Q4,2013,"2,900,000,000",USD
/company/algo-anywhere,Algo Anywhere,hardware,,,unknown,,/company/500px,500px,photo_video,CAN,,Toronto,Toronto,7/9/12,2012-07,2012-Q3,2012,"2,000,000",USD
/company/algonomics,Algonomics,biotech,BEL,,Belgium - Other,,/company/lonza-group,Lonza Group,biotech,CHE,,Basel,Basel,11/2/09,2009-11,2009-Q4,2009,,USD
/company/algor,ALGOR,software,USA,PA,Pittsburg,Pittsburgh,/company/autodesk,Autodesk,software,USA,CA,SF Bay,San Rafael,1/20/09,2009-01,2009-Q1,2009,"34,000,000",USD
/company/algorithmics,Algorithmics,,CAN,,Toronto,"Toronto, Ontario",/company/ibm,IBM,software,USA,NY,New York,Armonk,9/1/11,2011-09,2011-Q3,2011,,USD
/company/algorithms-io,Algorithms.io,enterprise,USA,CA,SF Bay,Mountain View,/company/lumendata,LumenData,,,,unknown,,12/4/13,2013-12,2013-Q4,2013,,USD
/company/algotrim,AlgoTrim,mobile,SWE,,Malmo,Malm_,/company/apple,Apple,hardware,USA,CA,SF Bay,Cupertino,8/28/13,2013-08,2013-Q3,2013,,USD
/company/alibaba,Alibaba,ecommerce,CHN,,Hangzhou,Hangzhou,/company/yahoo,Yahoo!,web,USA,CA,SF Bay,Sunnyvale,8/11/05,2005-08,2005-Q3,2005,"1,000,000,000",USD
/company/alibre,Alibre,enterprise,USA,TX,Dallas,Richardson,/company/3d-systems,3D Systems,software,USA,SC,Rock Hill,Rock Hill,7/19/11,2011-07,2011-Q3,2011,,USD
/company/alienware,Alienware,hardware,USA,FL,Miami,Miami,/company/dell,Dell,hardware,USA,TX,Austin,Round Rock,3/22/06,2006-03,2006-Q1,2006,,USD
/company/alignent-software,Alignent Software,software,USA,CA,San Diego,Carlsbad,/company/sopheon,Sopheon,software,USA,MN,Minneapolis,Bloomington,6/11/07,2007-06,2007-Q2,2007,"5,500,000",USD
/company/alike,alike,web,,,unknown,,/company/yahoo,Yahoo!,web,USA,CA,SF Bay,Sunnyvale,2/12/13,2013-02,2013-Q1,2013,,USD
/company/alireta,Alireta,mobile,NGA,,Ikeja,"Ikeja, Lagos",/company/web4africa,Web4Africa,network_hosting,GHA,,Accra,Accra,3/1/12,2012-03,2012-Q1,2012,,USD
/company/all-about-sales-inc,"All About Sales, Inc.",,,,unknown,,/company/netline,NetLine,advertising,USA,CA,SF Bay,Los Gatos,6/16/10,2010-06,2010-Q2,2010,,USD
/company/all-for-good,All for Good,other,,,unknown,,/company/points-of-light-institute,Points of Light Institute,,USA,GA,Atlanta,Atlanta,12/22/10,2010-12,2010-Q4,2010,,USD
/company/all-phase-security,All Phase Security,security,USA,CA,Sacramento,West Sacramento,/company/universal-protection-service,Universal Protection Service,security,USA,CA,Los Angeles,Santa Ana,2/4/13,2013-02,2013-Q1,2013,,USD
/company/allaire-corporation,Allaire Corporation,,USA,MA,Boston,Newton,/company/macromedia,Macromedia,software,USA,CA,SF Bay,San Francisco,3/20/01,2001-03,2001-Q1,2001,"360,000,000",USD
/company/allegiance-healthcare,Allegiance Healthcare,,,,unknown,,/company/cardinal-health,Cardinal Health,,USA,OH,Columbus,Dublin,1/1/99,1999-01,1999-Q1,1999,,USD
/company/allegiance-security-group,Allegiance Security Group,security,USA,NC,Morehead City,Morehead City,/company/universal-protection-service,Universal Protection Service,security,USA,CA,Los Angeles,Santa Ana,4/2/13,2013-04,2013-Q2,2013,,USD
/company/allegient-systems,Allegient Systems,software,USA,CT,Wilton,Wilton,/company/bottomline-technologies,Bottomline Technologies,other,AUS,NH,Portsmouth,Portsmouth,3/30/11,2011-03,2011-Q1,2011,"48,000,000",USD
/company/allegro-systems,Allegro Systems,,,,unknown,,/company/cisco,Cisco,network_hosting,USA,CA,SF Bay,San Jose,7/27/01,2001-07,2001-Q3,2001,,USD
/company/allegro,Allegro Technologies,biotech,IRL,,Dublin,Dublin,/company/labcyte,Labcyte,biotech,USA,CA,SF Bay,Sunnyvale,1/27/08,2008-01,2008-Q1,2008,,USD
/company/allhealthcarejobs,AllHealthCareJobs,search,,,unknown,,/company/dice-holdings,Dice Holdings,web,USA,NY,New York,New York,6/11/09,2009-06,2009-Q2,2009,"4,800,000",USD
/company/allianex,Allianex,hardware,,,unknown,,/company/kensington-leasing,Kensington Leasing,hardware,USA,CA,Los Angeles,Redlands,6/8/10,2010-06,2010-Q2,2010,,USD
/company/alliera-ag,Alliera AG,,,,unknown,,/company/sandsiv,SandSIV,software,CHE,,Zurich,Zurich,6/5/13,2013-06,2013-Q2,2013,,USD
/company/alligacom,ALLiGACOM,enterprise,CAN,,Montreal,Montreal,/company/dicentral,DiCentral,enterprise,USA,TX,Houston,Houston,6/11/13,2013-06,2013-Q2,2013,,USD
/company/allmed-healthcare-management,AllMed Healthcare Management,,USA,OR,Portland,Portland,/company/univita-health,Univita Health,other,USA,MN,Minneapolis,Eden Prairie,3/1/12,2012-03,2012-Q1,2012,,USD
/company/allmodelzone-com,AllModelZone.com,consulting,USA,,United States - Other,,/company/national-lampoon,National Lampoon,advertising,USA,CA,Los Angeles,Los Angeles,8/19/08,2008-08,2008-Q3,2008,,USD
/company/allmsu-com,allMSU.com,,,,unknown,,/company/exchangehut-com,ExchangeHut.com,,,,unknown,,1/1/07,2007-01,2007-Q1,2007,,USD
/company/allocity,Allocity,,,,unknown,,/company/emc,EMC,enterprise,USA,MA,Boston,Hopkinton,11/2/04,2004-11,2004-Q4,2004,,USD
/company/alloresto-fr,Alloresto.fr,ecommerce,FRA,,France - Other,,/company/just-eat-com,Just-Eat.com,hospitality,GBR,,London,London,1/11/12,2012-01,2012-Q1,2012,,USD
/company/alloy-die-casting,Alloy Die Casting,manufacturing,USA,CA,Los Angeles,Buena Park,/company/gladstone-investment-corporation,Gladstone Investment Corporation,other,USA,VA,Washington DC,McLean,10/3/13,2013-10,2013-Q4,2013,"16,300,000",USD
/company/alloy-fitness-network,Alloy Fitness Network,other,,,unknown,,/company/health-club-media-network,Health Club Media Network,advertising,USA,CA,Los Angeles,Woodland Hills,7/8/09,2009-07,2009-Q3,2009,,USD
/company/allpay,allPAY,,,,unknown,,/company/google,Google,search,USA,CA,SF Bay,Mountain View,12/31/05,2005-12,2005-Q4,2005,,USD
/company/allposters-com,AllPosters.com,design,,,unknown,,/company/art-com,Art.com,ecommerce,USA,CA,SF Bay,Emeryville,4/11/05,2005-04,2005-Q2,2005,,USD
/company/allrecipes,AllRecipes,web,USA,WA,Seattle,Seattle,/company/meredith,Meredith Corporation,advertising,USA,IA,Des Moines,Des Moines,1/25/12,2012-01,2012-Q1,2012,"175,000,000",USD
/company/alltel,Alltel,public_relations,USA,AR,Little Rock,Little Rock,/company/verizon,"Verizon Communications, Inc.",mobile,USA,NY,New York,New York,6/5/08,2008-06,2008-Q2,2008,"28,100,000,000",USD
/company/alltheweb,AlltheWeb,,,,unknown,,/company/yahoo,Yahoo!,web,USA,CA,SF Bay,Sunnyvale,2/2/03,2003-02,2003-Q1,2003,"100,000,000",USD
/company/allurent,Allurent,web,USA,MA,Boston,Cambridge,/company/jenzabar,Jenzabar,software,USA,MA,Boston,Boston,1/10/11,2011-01,2011-Q1,2011,,USD
/company/allvoices,Allvoices,news,USA,CA,SF Bay,San Francisco,/company/datranmedia,Datran Media,public_relations,USA,NY,New York,New York,5/4/11,2011-05,2011-Q2,2011,,USD
/company/allworx,Allworx,public_relations,USA,NY,Rochester,East Rochester,/company/paetec-holding,PAETEC,network_hosting,USA,NY,Rochester,Fairport,11/1/07,2007-11,2007-Q4,2007,"25,000,000",USD
/company/almondy,Almondy,,GBR,,London,London,/company/segulah,Segulah,,,,unknown,,6/30/08,2008-06,2008-Q2,2008,,USD
/company/alnara-pharmaceuticals,Alnara Pharmaceuticals,biotech,USA,MA,Boston,Cambridge,/company/eli-lilly,Eli Lilly,biotech,USA,IN,Indianapolis,Indianapolis,7/2/10,2010-07,2010-Q3,2010,,USD
/company/aloka,Aloka,,USA,CT,Wallingford,Wallingford,/company/hitachi,Hitachi,public_relations,JPN,,Tokyo,Tokyo,6/22/11,2011-06,2011-Q2,2011,,USD
/company/aloqa,Aloqa,mobile,DEU,,Munich,Munich,/company/motorola-solutions,Motorola Solutions,enterprise,USA,IL,Chicago,Schaumburg,9/16/10,2010-09,2010-Q3,2010,,USD
/company/alot,ALOT,software,USA,NY,New York,New York,/company/inuvo,Inuvo,advertising,USA,FL,Tampa,Clearwater,3/1/12,2012-03,2012-Q1,2012,,USD
/company/alpha-innotech,Alpha Innotech,biotech,USA,CA,SF Bay,San Leandro,/company/cell-biosciences,CellBiosciences,biotech,USA,CA,SF Bay,Santa Clara,9/6/09,2009-09,2009-Q3,2009,"19,710,000",USD
/company/alpha-minerals,Alpha Minerals,other,GBR,,unknown,Vancouver,/company/fission-uranium,Fission Uranium,other,CAN,,Kelowna,"Kelowna,British Columbia",9/3/13,2013-09,2013-Q3,2013,"185,000,000",USD
/company/alphablox-corporation,AlphaBlox Corporation,,USA,CA,SF Bay,Mountain View,/company/ibm,IBM,software,USA,NY,New York,Armonk,7/14/04,2004-07,2004-Q3,2004,,USD
/company/alphameric-solutions,Alphameric Solutions,software,GBR,,London,Surrey,/company/orbis-technology,OpenBet,games_video,GBR,,London,London,5/7/10,2010-05,2010-Q2,2010,"15,470,000",GBP
/company/alpine-biomed,Alpine Biomed,biotech,USA,CA,Los Angeles,Fountain Valley,/company/natus-medical,Natus Medical,biotech,USA,CA,SF Bay,San Carlos,9/15/09,2009-09,2009-Q3,2009,"46,950,000",USD
/company/alt-n-technologies,Alt-N Technologies,,USA,TX,Dallas,Grapevine,/company/blackberry,Blackberry,hardware,CAN,,Waterloo,Waterloo,2/13/09,2009-02,2009-Q1,2009,,USD
/company/alta-devices,Alta Devices,cleantech,USA,CA,SF Bay,Santa Clara,/company/hanergy-holding-group,Hanergy Holding Group,cleantech,CHN,,Beijing,Beijing,12/4/13,2013-12,2013-Q4,2013,,USD
/company/alta-group,Alta Group,public_relations,USA,GA,Atlanta,Norcross,/company/afl-telecommunications,AFL,network_hosting,USA,SC,Duncan,Duncan,11/22/12,2012-11,2012-Q4,2012,,USD
/company/altair-technologies,Altair Technologies,other,GBR,,London,London,/company/m2-global,M2 Global,enterprise,ATG,,Saint John‰Ûªs,St. John‰Ûªs,10/1/09,2009-10,2009-Q4,2009,,USD
/company/altamira-software,Altamira Software,,,,unknown,,/company/microsoft,Microsoft,software,USA,WA,Seattle,Redmond,9/28/94,1994-09,1994-Q3,1994,,USD
/company/altec-lansing,Altec Lansing,,,,unknown,,/company/plantronics,Plantronics,,USA,CA,SF Bay,Santa Cruz,7/11/05,2005-07,2005-Q3,2005,,USD
/company/alternative-reality,Alternative Reality,,,,unknown,,/company/multiplayer-it,Multiplayer.it,games_video,ITA,,Terni,Terni,4/1/02,2002-04,2002-Q2,2002,,USD
/company/alterpoint,AlterPoint,software,USA,TX,Austin,Austin,/company/versata,Versata Enterprises,enterprise,USA,TX,Austin,Austin,2/25/09,2009-02,2009-Q1,2009,,USD
/company/alteva,Alteva,public_relations,USA,PA,Philadelphia,Philadelphia,/company/wvt-communications,WVT Communications,public_relations,,,unknown,,8/8/11,2011-08,2011-Q3,2011,"17,000,000",USD
/company/althea-technologies,Althea Technologies,enterprise,USA,CA,San Diego,San Diego,/company/ajinomoto,Ajinomoto,,JPN,,Tokyo,Tokyo,3/6/13,2013-03,2013-Q1,2013,,USD
/company/altiga-networks,Altiga Networks,,USA,MA,Boston,Franklin,/company/cisco,Cisco,network_hosting,USA,CA,SF Bay,San Jose,1/19/00,2000-01,2000-Q1,2000,,USD
/company/altivation-software,Altivation Software,software,USA,CA,Chico,Chico,/company/haemonetics,Haemonetics,biotech,USA,MA,Boston,Braintree,4/1/09,2009-04,2009-Q2,2009,,USD
/company/altor-networks,Altor Networks,security,USA,CA,SF Bay,Redwood City,/company/juniper-networks,Juniper Networks,security,USA,CA,SF Bay,Sunnyvale,12/6/10,2010-12,2010-Q4,2010,"95,000,000",USD
/company/altosoft,Altosoft,software,USA,PA,Philadelphia,Media,/company/kofax,Kofax,software,USA,CA,Los Angeles,Irvine,3/1/13,2013-03,2013-Q1,2013,"13,500,000",USD
/company/altostor,AltoStor,,,,unknown,,/company/wandisco-2,WANdisco,software,USA,CA,SF Bay,San Ramon,11/19/12,2012-11,2012-Q4,2012,"5,100,000",USD
/company/alucan-packaging,Alucan Packaging,web,,,unknown,,/company/nampak,Nampak,other,ZAF,,Sandton,Sandton,11/18/13,2013-11,2013-Q4,2013,"301,000,000",USD
/company/alvento,Alvento,,,,unknown,,/company/zed,Zed,,ESP,,Las Rozas,Las Rozas (Madrid),1/1/06,2006-01,2006-Q1,2006,,USD
/company/aly-participacoes,Aly Participacoes,biotech,BRA,,Campinas,"Campinas, SP",/company/monsanto,Monsanto,biotech,USA,MO,Saint Louis,Saint Louis,11/3/08,2008-11,2008-Q4,2008,"290,000,000",USD
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
