company_permalink,company_name,company_category_code,company_country_code,company_state_code,company_region,company_city,investor_permalink,investor_name,investor_category_code,investor_country_code,investor_state_code,investor_region,investor_city,funding_round_type,funded_at,funded_month,funded_quarter,funded_year, raised_amount_usd ,
/company/invested-in,Invested.in,web,USA,CA,Los Angeles,santa monica,/company/amplify-la,Amplify.LA,finance,USA,CA,Los Angeles,Los Angeles,angel,12/1/11,2011-12,2011-Q4,2011,"45,000",
/company/stacksocial,StackSocial,ecommerce,USA,CA,Venice,Venice,/company/amplify-la,Amplify.LA,finance,USA,CA,Los Angeles,Los Angeles,angel,1/17/12,2012-01,2012-Q1,2012,,
/company/look-io,Look.io,mobile,USA,NY,New York,New York,/company/amplify-la,Amplify.LA,finance,USA,CA,Los Angeles,Los Angeles,angel,1/1/12,2012-01,2012-Q1,2012,,
/company/artkive,The Kive Company,web,USA,CA,Los Angeles,Encino,/company/amplify-la,Amplify.LA,finance,USA,CA,Los Angeles,Los Angeles,angel,11/16/12,2012-11,2012-Q4,2012,"500,000",
/company/radpad,RadPad,mobile,USA,CA,Los Angeles,Los Angeles,/company/amplify-la,Amplify.LA,finance,USA,CA,Los Angeles,Los Angeles,angel,5/30/13,2013-05,2013-Q2,2013,"200,000",
/company/20jeans,Twenty Jeans,ecommerce,USA,CA,Los Angeles,Los Angeles,/company/amplify-la,Amplify.LA,finance,USA,CA,Los Angeles,Los Angeles,angel,2/1/13,2013-02,2013-Q1,2013,,
/company/floqast,FloQast,enterprise,USA,CA,Venice,Venice,/company/amplify-la,Amplify.LA,finance,USA,CA,Los Angeles,Los Angeles,angel,6/28/13,2013-06,2013-Q2,2013,"50,000",
/company/versartis,Versartis,biotech,USA,CA,SF Bay,Redwood City,/company/amunix,amunix,,,,unknown,,series-c+,10/8/13,2013-10,2013-Q4,2013,"20,000,000",
/company/sleepout-com,SleepOut,web,KEN,,Nairobi,Nairobi,/company/amvf,AMVF,,,,unknown,,angel,5/1/13,2013-05,2013-Q2,2013,"200,000",
/company/bioseek,BioSeek,biotech,USA,CA,SF Bay,South San Francisco,/company/amylin-pharmaceuticals,Amylin Pharmaceuticals,biotech,USA,CA,San Diego,San Diego,series-c+,5/23/07,2007-05,2007-Q2,2007,"10,000,000",
/company/xenome,Xenome,biotech,AUS,,Australia - Other,,/company/amylin-pharmaceuticals,Amylin Pharmaceuticals,biotech,USA,CA,San Diego,San Diego,venture,11/27/07,2007-11,2007-Q4,2007,"10,000,000",
/company/actito,Actito,software,BEL,,louvain la neuve,louvain la neuve,/company/anaphor-venture,Anaphor Venture,,,,unknown,,angel,12/1/00,2000-12,2000-Q4,2000,"900,000",
/company/gramble-world,Gramble World BV,games_video,NLD,,Den Haag,Den Haag,/company/angaros-group,Angaros Group Pte Ltd,,,,unknown,,angel,8/23/12,2012-08,2012-Q3,2012,"125,000",
/company/abpathfinder,ABPathfinder,health,USA,KS,Kansas City,Overland Park,/company/angel-capital-group,Angel Capital Group,consulting,USA,TN,Nashville,Nashville,series-a,12/5/12,2012-12,2012-Q4,2012,"400,000",
/company/styletrek,StyleTrek,fashion,USA,NY,New York,New York,/company/angel-hub,Angel Hub,,,,unknown,,series-a,2/1/10,2010-02,2010-Q1,2010,"1,500,000",
/company/centri-technology,CENTRI Technology,network_hosting,USA,WA,Seattle,Seattle,/company/angel-valkyrie,Angel Valkyrie,,,,unknown,,series-c+,10/31/13,2013-10,2013-Q4,2013,"13,000,000",
/company/distil,Distil,security,USA,VA,Washington DC,Arlington,/company/angellist,AngelList,other,USA,CA,SF Bay,San Francisco,angel,3/18/13,2013-03,2013-Q1,2013,"200,000",
/company/snip-ly,Snip.ly,web,USA,CA,SF Bay,San Francisco,/company/angelpad,AngelPad,,USA,CA,SF Bay,San Francisco,angel,9/10/10,2010-09,2010-Q3,2010,,
/company/hug-energy,Hug Energy,web,USA,CA,SF Bay,San Francisco,/company/angelpad,AngelPad,,USA,CA,SF Bay,San Francisco,angel,9/1/10,2010-09,2010-Q3,2010,,
/company/alltrails-com,AllTrails,sports,USA,CA,SF Bay,San Francisco,/company/angelpad,AngelPad,,USA,CA,SF Bay,San Francisco,angel,9/1/10,2010-09,2010-Q3,2010,,
/company/curatedby,curated.by,web,USA,CA,SF Bay,San Francisco,/company/angelpad,AngelPad,,USA,CA,SF Bay,San Francisco,angel,9/1/10,2010-09,2010-Q3,2010,,
/company/rollcall-roll-to,RollCall (roll.to),mobile,,,unknown,,/company/angelpad,AngelPad,,USA,CA,SF Bay,San Francisco,angel,1/1/10,2010-01,2010-Q1,2010,,
/company/mopub,MoPub,mobile,USA,CA,SF Bay,San Francisco,/company/angelpad,AngelPad,,USA,CA,SF Bay,San Francisco,angel,9/1/10,2010-09,2010-Q3,2010,,
/company/eggcartel,EggCartel,ecommerce,,,unknown,,/company/angelpad,AngelPad,,USA,CA,SF Bay,San Francisco,angel,9/1/10,2010-09,2010-Q3,2010,,
/company/postmates,Postmates,mobile,USA,CA,SF Bay,San Francisco,/company/angelpad,AngelPad,,USA,CA,SF Bay,San Francisco,angel,5/1/11,2011-05,2011-Q2,2011,"750,000",
/company/idonethis,iDoneThis,software,USA,CA,SF Bay,San Francisco,/company/angelpad,AngelPad,,USA,CA,SF Bay,San Francisco,angel,12/1/11,2011-12,2011-Q4,2011,"380,000",
/company/ribbon,Ribbon,ecommerce,USA,CA,SF Bay,San Francisco,/company/angelpad,AngelPad,,USA,CA,SF Bay,San Francisco,angel,9/1/11,2011-09,2011-Q3,2011,"120,000",
/company/osito,Osito,mobile,,,unknown,,/company/angelpad,AngelPad,,USA,CA,SF Bay,San Francisco,angel,3/25/13,2013-03,2013-Q1,2013,"1,100,000",
/company/piggybackr,Piggybackr,nonprofit,USA,CA,SF Bay,San Francisco,/company/angelpad,AngelPad,,USA,CA,SF Bay,San Francisco,angel,4/17/13,2013-04,2013-Q2,2013,"325,000",
/company/pict,Pict,ecommerce,USA,CA,SF Bay,San Francisco,/company/angelpad,AngelPad,,USA,CA,SF Bay,San Francisco,angel,4/26/13,2013-04,2013-Q2,2013,"1,400,000",
/company/rolepoint,RolePoint,software,USA,CA,SF Bay,San Francisco,/company/angelpad,AngelPad,,USA,CA,SF Bay,San Francisco,angel,4/21/13,2013-04,2013-Q2,2013,,
/company/audience-fm,Audience.fm,music,USA,CA,SF Bay,San Francisco,/company/angelpad,AngelPad,,USA,CA,SF Bay,San Francisco,angel,5/1/13,2013-05,2013-Q2,2013,,
/company/boxbee,Boxbee,other,USA,CA,SF Bay,San Francisco,/company/angelpad,AngelPad,,USA,CA,SF Bay,San Francisco,angel,5/1/13,2013-05,2013-Q2,2013,,
/company/chasm-io,Chasm.io (formerly Wahooly),social,USA,TX,Austin,Austin,/company/angelpad,AngelPad,,USA,CA,SF Bay,San Francisco,angel,5/1/13,2013-05,2013-Q2,2013,,
/company/dronedeploy,DroneDeploy,transportation,USA,CA,SF Bay,San Francisco,/company/angelpad,AngelPad,,USA,CA,SF Bay,San Francisco,angel,5/1/13,2013-05,2013-Q2,2013,,
/company/fieldwire,Fieldwire,mobile,USA,CA,SF Bay,San Francisco,/company/angelpad,AngelPad,,USA,CA,SF Bay,San Francisco,angel,5/1/13,2013-05,2013-Q2,2013,,
/company/humanapi,HumanAPI,software,USA,CA,SF Bay,Menlo Park,/company/angelpad,AngelPad,,USA,CA,SF Bay,San Francisco,angel,5/1/13,2013-05,2013-Q2,2013,,
/company/iterable,Iterable,enterprise,USA,CA,SF Bay,San Francisco,/company/angelpad,AngelPad,,USA,CA,SF Bay,San Francisco,angel,5/1/13,2013-05,2013-Q2,2013,,
/company/pogoseat,Pogoseat,enterprise,USA,CA,SF Bay,San Francisco,/company/angelpad,AngelPad,,USA,CA,SF Bay,San Francisco,angel,5/1/13,2013-05,2013-Q2,2013,,
/company/roobi,Roobiq,mobile,USA,CA,SF Bay,San Francisco,/company/angelpad,AngelPad,,USA,CA,SF Bay,San Francisco,angel,5/1/13,2013-05,2013-Q2,2013,,
/company/sensor-tower,Sensor Tower,mobile,USA,CA,SF Bay,San Francisco,/company/angelpad,AngelPad,,USA,CA,SF Bay,San Francisco,angel,5/1/13,2013-05,2013-Q2,2013,,
/company/theshelf,TheShelf,advertising,USA,CA,SF Bay,San Francisco,/company/angelpad,AngelPad,,USA,CA,SF Bay,San Francisco,angel,5/1/13,2013-05,2013-Q2,2013,,
/company/truly-wireless,Truly Wireless,enterprise,USA,NY,New York,New York,/company/angelpad,AngelPad,,USA,CA,SF Bay,San Francisco,angel,5/1/13,2013-05,2013-Q2,2013,,
/company/appyzoo,AppyZoo,games_video,USA,CA,California - Other,,/company/angelpad,AngelPad,,USA,CA,SF Bay,San Francisco,angel,1/1/11,2011-01,2011-Q1,2011,,
/company/elasticbox,ElasticBox,enterprise,USA,CA,SF Bay,Mountain View,/company/angelpad,AngelPad,,USA,CA,SF Bay,San Francisco,series-a,6/26/13,2013-06,2013-Q2,2013,"3,400,000",
/company/storefront,Storefront,real_estate,USA,CA,SF Bay,San Francisco,/company/angelpad,AngelPad,,USA,CA,SF Bay,San Francisco,series-a,6/26/13,2013-06,2013-Q2,2013,"1,600,000",
/company/runnable,Runnable,software,USA,CA,SF Bay,Palo Alto,/company/angelpad,AngelPad,,USA,CA,SF Bay,San Francisco,angel,4/1/13,2013-04,2013-Q2,2013,,
/company/upcounsel,UpCounsel,legal,USA,CA,SF Bay,San Francisco,/company/angelpad,AngelPad,,USA,CA,SF Bay,San Francisco,angel,4/1/13,2013-04,2013-Q2,2013,"100,000",
/company/runnable,Runnable,software,USA,CA,SF Bay,Palo Alto,/company/angelpad,AngelPad,,USA,CA,SF Bay,San Francisco,series-a,10/30/13,2013-10,2013-Q4,2013,"2,000,000",
/company/pogoseat,Pogoseat,enterprise,USA,CA,SF Bay,San Francisco,/company/angelpad,AngelPad,,USA,CA,SF Bay,San Francisco,angel,9/1/13,2013-09,2013-Q3,2013,"750,000",
/company/unamia,unamia,ecommerce,IND,,Bangalore,Bangalore,/company/angelprime,AngelPrime,software,IND,,Bengaluru,"Bengaluru, Karnataka",angel,10/17/12,2012-10,2012-Q4,2012,"1,200,000",
/company/fanatix,fanatix,web,GBR,,London,London,/company/angels,Angels,,,,unknown,,venture,5/31/13,2013-05,2013-Q2,2013,"1,000,000",
/company/yasmo-live,Yasmo,social,USA,CA,SF Bay,SAN FRANCISCO,/company/angels-5k,Angels 5K,,,,unknown,,angel,9/10/10,2010-09,2010-Q3,2010,"53,000",
/company/storys-jp,STORYS.JP,social,JPN,,Tokyo,Tokyo,/company/anri-fund,Anri Fund,,,,unknown,,series-a,10/5/12,2012-10,2012-Q4,2012,"321,441",
/company/kanmu,Kanmu,finance,JPN,,unknown,Roppongi,/company/anri-fund,Anri Fund,,,,unknown,,angel,6/25/13,2013-06,2013-Q2,2013,"440,000",
/company/schoo,Schoo,education,JPN,,Tokyo,Tokyo,/company/anri-fund,Anri Fund,,,,unknown,,series-a,7/2/13,2013-07,2013-Q3,2013,"1,520,000",
/company/xenapto,Xenapto,finance,GBR,,London,London,/company/anthemis-group-sa,Anthemis Group SA,,,,unknown,,angel,6/19/12,2012-06,2012-Q2,2012,"400,000",
/company/civicscience,CivicScience,analytics,USA,PA,Pittsburg,Pittsburgh,/company/anzalone-liszt-research,Anzalone Liszt Research,,USA,AL,Montgomery,Montgomery,angel,3/24/11,2011-03,2011-Q1,2011,"1,200,000",
/company/brightcove,Brightcove,enterprise,USA,MA,Boston,Cambridge,/company/aol,AOL,web,USA,NY,New York,New York,series-b,11/1/05,2005-11,2005-Q4,2005,"16,200,000",
/company/ancestry-com,Ancestry,ecommerce,USA,UT,Salt Lake City,Provo,/company/aol,AOL,web,USA,NY,New York,New York,series-b,9/1/99,1999-09,1999-Q3,1999,"33,200,000",
/company/kayak,KAYAK,search,USA,CT,New York,Norwalk,/company/aol,AOL,web,USA,NY,New York,New York,series-b,12/1/04,2004-12,2004-Q4,2004,"7,000,000",
/company/kayak,KAYAK,search,USA,CT,New York,Norwalk,/company/aol,AOL,web,USA,NY,New York,New York,series-a,1/1/04,2004-01,2004-Q1,2004,"8,500,000",
/company/xo-group,XO Group,web,USA,NY,New York,New York,/company/aol,AOL,web,USA,NY,New York,New York,series-a,1/1/96,1996-01,1996-Q1,1996,"1,600,000",
/company/mozilla,Mozilla,web,USA,CA,SF Bay,Mountain View,/company/aol,AOL,web,USA,NY,New York,New York,venture,7/15/03,2003-07,2003-Q3,2003,"2,000,000",
/company/extreme-enterprises,Extreme Enterprises,enterprise,USA,FL,Tampa,St Petersburg,/company/apogeeinvent,ApogeeInvent,software,USA,ID,American Falls,American Falls,angel,6/15/09,2009-06,2009-Q2,2009,"200,000",
/company/midas-solutions,MIDAS Solutions,manufacturing,MEX,,TBD,Chihuahua,/company/appcampus,AppCampus,,,,unknown,,angel,9/6/13,2013-09,2013-Q3,2013,"26,000",
/company/irezq,iRezQ,mobile,SWE,,unknown,AKARP,/company/appincloud-sweden-ab,Appincloud Sweden AB,,,,unknown,,angel,3/20/13,2013-03,2013-Q1,2013,"150,000",
/company/revolve-2,Revolve.,enterprise,USA,IL,Chicago,Chicago,/company/appiphony,Appiphony,,,,unknown,,angel,6/1/11,2011-06,2011-Q2,2011,,
/company/imagination-technologies,Imagination Technologies,semiconductor,GBR,,Kings Langley,Kings Langley,/company/apple,Apple,hardware,USA,CA,SF Bay,Cupertino,venture,12/1/08,2008-12,2008-Q4,2008,"47,942,012",
/company/imagination-technologies,Imagination Technologies,semiconductor,GBR,,Kings Langley,Kings Langley,/company/apple,Apple,hardware,USA,CA,SF Bay,Cupertino,venture,6/26/09,2009-06,2009-Q2,2009,"5,170,000",
/company/elan-microelectronics,ELAN Microelectronics,hardware,TWN,,Hsinchu,Hsinchu,/company/apple,Apple,hardware,USA,CA,SF Bay,Cupertino,venture,1/5/12,2012-01,2012-Q1,2012,"5,000,000",
/company/collaaj,Collaaj,enterprise,USA,CA,SF Bay,Santa Clara,/company/appsense,AppSense,enterprise,GBR,,Warrington,Warrington,angel,5/23/12,2012-05,2012-Q2,2012,,
/company/perfect-storm-media,Perfect Storm Media,search,GBR,,London,London,/company/arbor-ventures,Arbor Ventures,,,,unknown,,series-a,2/1/10,2010-02,2010-Q1,2010,,
/company/kindling,Kindling,software,USA,NY,New York,New York,/company/arc90,Arc90,web,USA,NY,New York,New York City,series-b,10/3/12,2012-10,2012-Q4,2012,"2,300,000",
/company/miasole,MiaSol_,cleantech,USA,CA,SF Bay,Santa Clara,/company/arcelormittal,ArcelorMittal,,GBR,,London,London,series-c+,7/1/08,2008-07,2008-Q3,2008,"220,000,000",
/company/obsorb,Obsorb,software,USA,MO,Saint Louis,St Louis,/company/arch-grants,Arch Grants,finance,USA,MO,Saint Louis,St. Louis,angel,5/1/11,2011-05,2011-Q2,2011,"110,000",
/company/material-mix,Material Mix,software,USA,MO,Saint Louis,Saint Louis,/company/arch-grants,Arch Grants,finance,USA,MO,Saint Louis,St. Louis,angel,5/10/12,2012-05,2012-Q2,2012,"50,000",
/company/foodessentials,FoodEssentials,analytics,USA,MO,Saint Louis,Saint Louis,/company/arch-grants,Arch Grants,finance,USA,MO,Saint Louis,St. Louis,angel,6/1/12,2012-06,2012-Q2,2012,"50,000",
/company/adfreeq,adFreeq,advertising,USA,MO,Saint Louis,Columbia,/company/arch-grants,Arch Grants,finance,USA,MO,Saint Louis,St. Louis,other,5/14/13,2013-05,2013-Q2,2013,"50,000",
/company/foodessentials,FoodEssentials,analytics,USA,MO,Saint Louis,Saint Louis,/company/arch-grants,Arch Grants,finance,USA,MO,Saint Louis,St. Louis,angel,4/5/13,2013-04,2013-Q2,2013,"100,000",
/company/genetix-fusion,Genetix Fusion,biotech,,,unknown,,/company/arch-grants,Arch Grants,finance,USA,MO,Saint Louis,St. Louis,other,5/14/13,2013-05,2013-Q2,2013,"50,000",
/company/companion-pharma,Companion Pharma,biotech,USA,MO,Saint Louis,St. Louis,/company/arch-grants,Arch Grants,finance,USA,MO,Saint Louis,St. Louis,other,5/1/12,2012-05,2012-Q2,2012,"50,000",
/company/trakbill,TrakBill,software,USA,MO,Saint Louis,St. Louis,/company/arch-grants,Arch Grants,finance,USA,MO,Saint Louis,St. Louis,other,5/14/13,2013-05,2013-Q2,2013,"50,000",
/company/juristat,Juristat,analytics,USA,MO,Saint Louis,St. Louis,/company/arch-grants,Arch Grants,finance,USA,MO,Saint Louis,St. Louis,other,7/1/13,2013-07,2013-Q3,2013,"50,000",
/company/streetlife-com,Streetlife,social,GBR,,London,London,/company/archant,Archant,advertising,GBR,,London,Norwich,venture,7/31/13,2013-07,2013-Q3,2013,"909,151",
/company/dennoo,Dennoo,advertising,USA,CA,SF Bay,Palo Alto,/company/archetype,Archetype,consulting,JPN,,Tokyo,Tokyo,series-a,1/31/13,2013-01,2013-Q1,2013,"2,000,000",
/company/hapyrus,Hapyrus,analytics,USA,CA,SF Bay,Mountain View,/company/archetype,Archetype,consulting,JPN,,Tokyo,Tokyo,venture,9/30/12,2012-09,2012-Q3,2012,"680,000",
/company/spark-4,SPark!,mobile,USA,CA,Los Angeles,Los Angeles,/company/archetype-partners,Archetype Partners,finance,USA,CA,Los Angeles,Los Angeles,angel,3/1/12,2012-03,2012-Q1,2012,,
/company/quixey,Quixey,search,USA,CA,SF Bay,Mountain View,/company/archimedes-labs,Archimedes Labs,mobile,USA,CA,SF Bay,Palo Alto,angel,4/7/11,2011-04,2011-Q2,2011,"400,000",
/company/blurtt,Blurtt,web,USA,TX,Austin,Austin,/company/archimedes-labs,Archimedes Labs,mobile,USA,CA,SF Bay,Palo Alto,angel,7/22/11,2011-07,2011-Q3,2011,,
/company/incident-technologies,Incident Technologies,hardware,USA,CA,SF Bay,Santa Clara,/company/archimedes-labs,Archimedes Labs,mobile,USA,CA,SF Bay,Palo Alto,angel,11/1/11,2011-11,2011-Q4,2011,"745,000",
/company/justme,just.me,mobile,USA,CA,SF Bay,Palo Alto,/company/archimedes-labs,Archimedes Labs,mobile,USA,CA,SF Bay,Palo Alto,angel,1/1/11,2011-01,2011-Q1,2011,"50,000",
/company/broomstick-productions,Broomstick Productions,mobile,,,unknown,,/company/archimedes-labs,Archimedes Labs,mobile,USA,CA,SF Bay,Palo Alto,angel,1/1/11,2011-01,2011-Q1,2011,,
/company/m-dot,M.dot,mobile,USA,AZ,Phoenix,Scottsdale,/company/archimedes-labs,Archimedes Labs,mobile,USA,CA,SF Bay,Palo Alto,angel,7/6/12,2012-07,2012-Q3,2012,"100,000",
/company/weendy,weendy,social,USA,CA,SF Bay,San Francisco,/company/archimedes-labs,Archimedes Labs,mobile,USA,CA,SF Bay,Palo Alto,angel,1/10/13,2013-01,2013-Q1,2013,"240,000",
/company/retrace,Retrace,mobile,USA,CA,SF Bay,Palo Alto,/company/archimedes-labs,Archimedes Labs,mobile,USA,CA,SF Bay,Palo Alto,angel,4/1/13,2013-04,2013-Q2,2013,"100,000",
/company/xtv,xTV,news,USA,CA,SF Bay,Redwood City,/company/archimedes-labs,Archimedes Labs,mobile,USA,CA,SF Bay,Palo Alto,angel,10/16/13,2013-10,2013-Q4,2013,,
/company/loop-survey,Loop Survey,web,USA,CA,SF Bay,San Francisco,/company/archimedes-labs,Archimedes Labs,mobile,USA,CA,SF Bay,Palo Alto,angel,1/1/13,2013-01,2013-Q1,2013,,
/company/big-in-japan,Big In Japan,mobile,USA,TX,Dallas,Dallas,/company/architel-lp,Architel LP,network_hosting,USA,TX,Dallas,Dallas,angel,9/18/08,2008-09,2008-Q3,2008,"700,000",
/company/shopsavvy,ShopSavvy,mobile,USA,CA,SF Bay,San Francsico,/company/architel-lp,Architel LP,network_hosting,USA,TX,Dallas,Dallas,angel,8/1/08,2008-08,2008-Q3,2008,"700,000",
/company/shopsavvy,ShopSavvy,mobile,USA,CA,SF Bay,San Francsico,/company/architel-lp,Architel LP,network_hosting,USA,TX,Dallas,Dallas,other,8/1/10,2010-08,2010-Q3,2010,"800,000",
/company/e27,e27,news,SGP,,Singapore - Other,,/company/ardent-capital,Ardent Capital,finance,THA,,Bangkok,Bangkok,venture,2/13/13,2013-02,2013-Q1,2013,"615,000",
/company/guitar-party,Guitar Party,music,USA,CA,SF Bay,San Francisco,/company/arion-banki,Arion Banki,,,,unknown,,angel,7/30/12,2012-07,2012-Q3,2012,"16,500",
/company/datatracker,datatracker,analytics,ISL,,Reykjavik,Reykjavik,/company/arion-banki,Arion Banki,,,,unknown,,angel,6/1/12,2012-06,2012-Q2,2012,"16,000",
/company/snjohus-software-ehf,Snjohus Software ehf.,games_video,ISL,,Reykjavik,Reykjavik,/company/arion-banki,Arion Banki,,,,unknown,,angel,6/15/13,2013-06,2013-Q2,2013,"16,000",
/company/whengone,aevi,web,ISL,,Reykjavik,Reykjav’k,/company/arion-banki,Arion Banki,,,,unknown,,angel,8/20/13,2013-08,2013-Q3,2013,"160,000",
/company/whole-sale-fund,Whole Sale Fund,finance,USA,AZ,Phoenix,Scottsdale,/company/arizona-commerce-authority,Arizona Commerce Authority,,,,unknown,,angel,5/1/12,2012-05,2012-Q2,2012,"250,000",
/company/orangeslyce,OrangeSlyce,web,USA,AZ,Phoenix,Tempe,/company/arizona-state-university,Arizona State University,,,,unknown,,other,6/1/10,2010-06,2010-Q2,2010,"10,000",
/company/orangeslyce,OrangeSlyce,web,USA,AZ,Phoenix,Tempe,/company/arizona-state-university,Arizona State University,,,,unknown,,other,1/1/09,2009-01,2009-Q1,2009,"2,000",
/company/konaware,KonaWare,software,USA,CA,SF Bay,Menlo Park,/company/arkansas-science-technology-authority,Arkansas Science & Technology Authority,,USA,AR,Little Rock,Little Rock,series-c+,7/6/06,2006-07,2006-Q3,2006,"2,000,000",
/company/ambiq-micro,Ambiq Micro,semiconductor,USA,MI,Detroit,Ann Arbor,/company/arm,ARM,,GBR,,London,Cambridge,series-b,8/20/13,2013-08,2013-Q3,2013,"10,000,000",
/company/kyma-technologies,Kyma Technologies,semiconductor,USA,NC,Raleigh-Durham,Raleigh,/company/arpa-e,ARPA-E,search,USA,DC,Washington DC,Washington,venture,10/21/13,2013-10,2013-Q4,2013,"3,200,000",
/company/watchwith,Watchwith,games_video,USA,CA,SF Bay,San Francisco,/company/arris-group,Arris Group,public_relations,USA,OR,portland metro,portland metro,series-a,6/25/13,2013-06,2013-Q2,2013,"5,000,000",
/company/calando-pharmaceuticals,Calando Pharmaceuticals,biotech,USA,CA,Los Angeles,Pasadena,/company/arrowhead-research,Arrowhead Research,biotech,USA,CA,Los Angeles,Pasadena,venture,1/18/11,2011-01,2011-Q1,2011,"1,000,000",
/company/symbian,Symbian Foundation,mobile,GBR,,London,London,/company/artemis-joint-technology-initiative,Artemis Joint Technology Initiative,,,,unknown,,venture,11/2/10,2010-11,2010-Q4,2010,"30,839,600",
/company/caplinked,CapLinked,enterprise,USA,CA,Los Angeles,Manhattan Beach,/company/artesian,Artesian,,,,unknown,,venture,5/10/13,2013-05,2013-Q2,2013,"649,400",
/company/zookal,Zookal,ecommerce,AUS,,Sydney,Sydney,/company/artesian-capital-management,Artesian Capital Management,,AUS,,Sydney,Sydney,angel,12/1/11,2011-12,2011-Q4,2011,"260,000",
/company/posse,Posse,search,AUS,,Sydney,Sydney,/company/artesian-capital-management,Artesian Capital Management,,AUS,,Sydney,Sydney,angel,9/9/10,2010-09,2010-Q3,2010,,
/company/newsmaven,NewsMaven,advertising,USA,CA,SF Bay,San Francisco,/company/artesian-capital-management,Artesian Capital Management,,AUS,,Sydney,Sydney,angel,6/6/13,2013-06,2013-Q2,2013,"60,000",
/company/muziwave-com,Muziwave.com,other,USA,CA,Los Angeles,Los Angeles,/company/artisoft-group-llc,"Artisoft Group, LLC",,,,unknown,,angel,8/1/12,2012-08,2012-Q3,2012,"25,000",
/company/player-x,Player X,games_video,GBR,,London,London,/company/arts-alliance-media,Arts Alliance Media,news,GBR,,London,London,series-a,10/3/05,2005-10,2005-Q4,2005,"7,060,000",
/company/artisan-pharma,Artisan Pharma,biotech,USA,MA,Boston,Waltham,/company/asahi-kasei,Asahi Kasei,,JPN,,Tokyo,Tokyo,series-b,3/1/10,2010-03,2010-Q1,2010,"22,000,000",
/company/crystal-is,Crystal IS,semiconductor,USA,NY,Green Island,Green Island,/company/asahi-kasei,Asahi Kasei,,JPN,,Tokyo,Tokyo,series-b,8/23/10,2010-08,2010-Q3,2010,"4,000,000",
/company/envia-systems,Envia Systems,cleantech,USA,CA,SF Bay,Newark,/company/asahi-kasei,Asahi Kasei,,JPN,,Tokyo,Tokyo,series-c+,1/26/11,2011-01,2011-Q1,2011,"17,000,000",
/company/rsmart,rSmart,software,USA,AZ,Phoenix,Scottsdale,/company/asahi-net,ASAHI Net,,,,unknown,,series-b,8/16/12,2012-08,2012-Q3,2012,"10,750,000",
/company/fancloud,Fancloud,sports,USA,CA,Los Angeles,Woodland Hills,/company/asc-ticket-company,ASC Ticket Company,,,,unknown,,series-a,11/19/11,2011-11,2011-Q4,2011,"150,000",
/company/chicbaby-com,ChicBaby.com,ecommerce,GBR,,London,London,/company/ashco-group-llc,"Ashco Group, LLC",,,,unknown,,angel,6/15/13,2013-06,2013-Q2,2013,"250,000",
/company/rentify,Rentify,software,GBR,,London,London,/company/ashcombe-advisers,Ashcombe Advisers,,,,unknown,,angel,8/31/12,2012-08,2012-Q3,2012,"555,027",
/company/ciphermax,CipherMax,hardware,USA,CA,SF Bay,San Jose,/company/askew-international-corp,Askew International Corp,,,,unknown,,series-b,9/24/02,2002-09,2002-Q3,2002,"25,000,000",
/company/current-communications-group,Current Communications Group,web,USA,MD,Washington DC,"Germantown,",/company/associated-partners-lp,"Associated Partners, LP",finance,USA,NY,New York,New York,venture,9/12/11,2011-09,2011-Q3,2011,"13,000,000",
/company/bambuser,Bambuser,mobile,SWE,,Stockholm,Stockholm,/company/associated-press,Associated Press,other,USA,NY,New York,New York,venture,6/20/13,2013-06,2013-Q2,2013,,
/company/courtanet,Courtanet,finance,FRA,,Paris,Paris,/company/assor,Assor,,FRA,,Paris,Paris,series-b,12/1/09,2009-12,2009-Q4,2009,"3,780,000",
/company/telsar-pharma,Telsar Pharma,biotech,,,unknown,,/company/astellas-pharma,Astellas Pharma,biotech,JPN,,TKY,TKY,series-a,4/24/12,2012-04,2012-Q2,2012,"14,000,000",
/company/vitrinepix,Vitrinepix,ecommerce,BRA,,Brazil - Other,,/company/astor-capital,Astor Capital,web,USA,NY,New York,new york,angel,1/1/11,2011-01,2011-Q1,2011,,
/company/elike,ELIKE,ecommerce,BRA,,Rio de Janeiro,Rio de Janeiro,/company/astor-capital,Astor Capital,web,USA,NY,New York,new york,angel,1/1/12,2012-01,2012-Q1,2012,,
/company/nektar-therapeutics,Nektar Therapeutics,biotech,USA,CA,SF Bay,San Carlos,/company/astrazeneca,AstraZeneca,biotech,GBR,,London,London,venture,8/28/13,2013-08,2013-Q3,2013,"25,000,000",
/company/grabcad,GrabCAD,web,USA,MA,Boston,Cambridge,/company/astrec-baltic,Astrec Baltic,,EST,,Tallinn,Tallinn,angel,1/1/10,2010-01,2010-Q1,2010,"368,794",
/company/devicevm,"Splashtop, Inc",software,USA,CA,SF Bay,San Jose,/company/asus,Asus,hardware,USA,CA,SF Bay,Fremont,series-a,8/1/06,2006-08,2006-Q3,2006,"10,500,000",
/company/devicevm,"Splashtop, Inc",software,USA,CA,SF Bay,San Jose,/company/asus,Asus,hardware,USA,CA,SF Bay,Fremont,series-b,10/10/07,2007-10,2007-Q4,2007,"10,000,000",
/company/mstar-semiconductor,MStar Semiconductor,semiconductor,TWN,,Hsinchu Hsien,Hsinchu Hsien,/company/asustek-holdings,Asustek Holdings,,,,unknown,,venture,12/23/09,2009-12,2009-Q4,2009,"16,000,000",
