/company/syncro-medical-innovations,Syncro Medical Innovations,http://syncromedical.com,hardware,"9,750,000",operating,USA,GA,Macon,Macon,5,1/1/98, 1998-01 ,1998-Q1,1998,8/21/09,1/20/12,last_milestone_at
/company/syncrocloud,SyncroCloud,http://syncrocloud.com,software,"780,000",operating,USA,MO,Saint Louis,St. Louis,2,1/1/11, 2011-01 ,2011-Q1,2011,1/1/11,7/1/13,11/1/13
/company/syncronex,Syncronex,http://www.syncronex.com,software,"2,830,000",operating,USA,WA,Seattle,Issaquah,1,1/1/97, 1997-01 ,1997-Q1,1997,11/7/07,11/7/07,10/17/13
/company/syncrophi-systems,SyncroPhi Systems,http://syncrophi.com,hardware,"1,286,600",operating,IRL,CA,unknown,"Parkmore,Galway",1,1/1/07, 2007-01 ,2007-Q1,2007,8/22/13,8/22/13,
/company/sndax-pharmaceuticals,Syndax Pharmaceuticals,http://www.syndax.com,biotech,"41,606,000",operating,USA,MA,Boston,Waltham,3,1/1/05, 2005-01 ,2005-Q1,2005,3/16/10,8/27/13,11/15/13
/company/syndera-corporation,Syndera Corporation,http://www.syndera.com,software,"10,000,000",operating,USA,CA,SF Bay,"Redwood City,",1,1/1/02, 2002-01 ,2002-Q1,2002,6/20/05,6/20/05,
/company/syndero,Syndero,http://dotclub.com,software,"3,000,000",operating,USA,CA,Los Angeles,Los Angeles,1,10/10/11, 2011-10 ,2011-Q4,2011,7/1/12,7/1/12,5/1/05
/company/syndevrx,Syndevrx,http://syndevrx.com,biotech,"1,835,000",operating,USA,MA,Boston,CAMBRIDGE,2,1/1/07, 2007-01 ,2007-Q1,2007,5/10/10,5/31/13,7/1/08
/company/syndexa-pharmaceuticals,Syndexa Pharmaceuticals,http://www.syndexa.com,biotech,"23,500,000",closed,USA,MA,Boston,Watertown,2,1/1/05, 2005-01 ,2005-Q1,2005,5/30/08,1/5/12,
/company/syndiant,Syndiant,http://www.syndiant.com,semiconductor,"26,185,935",operating,USA,TX,Dallas,Dallas,4,1/1/04, 2004-01 ,2004-Q1,2004,3/9/09,11/8/12,1/1/12
/company/syndicate-plus,SyndicatePlus,http://www.syndicateplus.com,enterprise,"450,000",operating,NLD,CA,Amsterdam,Amsterdam,2,1/1/11, 2011-01 ,2011-Q1,2011,2/1/11,3/16/12,11/1/13
/company/synedgen,Synedgen,http://www.synedgen.com,biotech,"3,183,437",operating,USA,CA,Los Angeles,CLAREMONT,1,1/1/09, 2009-01 ,2009-Q1,2009,4/29/13,4/29/13,
/company/synerchip,Synerchip,http://www.synerchip.com,semiconductor,"10,500,000",closed,USA,CA,SF Bay,Sunnyvale,1,1/1/01, 2001-01 ,2001-Q1,2001,4/20/10,4/20/10,
/company/synercon-technologies,Synercon Technologies,http://www.synercontechnologies.com,automotive,"38,000",operating,GBR,OK,Tulsa,Tulsa,1,8/1/13, 2013-08 ,2013-Q3,2013,9/1/13,9/1/13,9/21/10
/company/synereca-pharmaceuticals,Synereca Pharmaceuticals,http://synereca.com,biotech,"340,000",operating,USA,NC,Raleigh-Durham,Chapel Hill,1,1/1/09, 2009-01 ,2009-Q1,2009,2/8/11,2/8/11,
/company/synergene-therapeutics,SynerGene Therapeutics,http://1000memories.com,biotech,"1,570,000",operating,USA,MD,Washington DC,Potomac,1,1/1/98, 1998-01 ,1998-Q1,1998,9/14/11,9/14/11,7/4/13
/company/synergeyes,SynergEyes,http://www.synergeyes.com,health,"5,000,000",operating,USA,CA,San Diego,Carlsbad,1,1/1/01, 2001-01 ,2001-Q1,2001,3/30/11,3/30/11,2/16/13
/company/synergis-education,Synergis Education,http://www.synergiseducation.com,education,"33,000,000",operating,USA,AZ,Phoenix,Chandler,1,1/1/11, 2011-01 ,2011-Q1,2011,9/25/13,9/25/13,1/1/13
/company/synergy-biomedical,Synergy Biomedical,http://synergybiomedical.com,biotech,"612,212",operating,USA,PA,Philadelphia,Collegeville,2,,,,,9/30/11,7/24/12,
/company/synergy-hub,Synergy Hub,http://synergyhub.com,consulting,"50,000",operating,USA,FL,Tampa,Tampa,1,1/1/10, 2010-01 ,2010-Q1,2010,3/6/11,3/6/11,10/1/13
/company/synergy-pharmaceuticals,Synergy Pharmaceuticals,http://synergypharma.com,biotech,"1,561,243",ipo,USA,NY,New York,New York,2,9/16/11, 2011-09 ,2011-Q3,2011,8/20/10,6/20/11,2/27/13
/company/synerscope,Synerscope,http://www.synerscope.com,software,"3,300,000",operating,NLD,NY,unknown,5612 AX Eindhoven,2,3/1/11, 2011-03 ,2011-Q1,2011,3/1/11,1/2/13,4/1/13
/company/synerz-medical,SynerZ Medical,http://10bestthings.com,biotech,"1,085,000",operating,USA,MO,Saint Louis,Clayton,1,4/1/09, 2009-04 ,2009-Q2,2009,12/27/13,12/27/13,
/company/synesis,Synesis,http://synesis.ru,analytics,"2,300,000",operating,RUS,,Moscow,Moscow,2,12/1/07, 2007-12 ,2007-Q4,2007,1/1/08,5/30/12,12/1/07
/company/synetiq-2,Synetiq,http://synetiq.net,analytics,"3,000,000",operating,HUN,CA,Budapest,Budapest,1,1/1/13, 2013-01 ,2013-Q1,2013,11/1/13,11/1/13,
/company/synfora,Synfora,http://www.synfora.com,software,"3,500,000",operating,USA,CA,SF Bay,Mountain View,1,1/1/03, 2003-01 ,2003-Q1,2003,3/7/07,3/7/07,1/1/05
/company/syngen,SynGen,http://syngeninc.com,medical,"7,000,000",operating,USA,CA,Sacramento,Sacramento,2,1/1/00, 2000-01 ,2000-Q1,2000,4/18/12,7/10/13,1/1/82
/company/synos-technology,Synos Technology,http://synos.com,manufacturing,"19,999,999",operating,USA,CA,SF Bay,Fremont,2,1/1/08, 2008-01 ,2008-Q1,2008,4/1/12,6/8/12,11/15/12
/company/synosia-therapeutics,Synosia Therapeutics,http://www.synosia.com,biotech,"91,500,000",acquired,CHE,RI,Basel,Basel,3,10/7/11, 2011-10 ,2011-Q4,2011,1/5/07,10/12/10,10/12/10
/company/synoste-oy,Synoste Oy,http://synoste.fi,biotech,"3,602,480",operating,FIN,,Espoo,Espoo,1,1/1/12, 2012-01 ,2012-Q1,2012,11/14/13,11/14/13,
/company/synovex,Synovex,http://www.synovexcorp.com,biotech,"3,500,000",operating,USA,MA,Boston,Medford,1,1/1/08, 2008-01 ,2008-Q1,2008,10/11/12,10/11/12,1/1/11
/company/synqera,Synqera,http://www.synqera.com,software,"4,000,000",operating,RUS,,Saint Petersburg,Saint-Petersburg,1,1/1/11, 2011-01 ,2011-Q1,2011,1/1/11,1/1/11,1/1/11
/company/synqy,SYNQY,http://www.synqy.com,public_relations,"1,000,000",operating,USA,CA,SF Bay,Pleasant Hill,1,1/1/12, 2012-01 ,2012-Q1,2012,11/21/12,11/21/12,7/3/13
/company/synta-pharmaceuticals,Synta Pharmaceuticals,http://www.syntapharma.com,biotech,"26,850,000",ipo,USA,MA,Boston,Lexington,2,1/1/00, 2000-01 ,2000-Q1,2000,1/8/10,1/19/10,1/12/11
/company/syntarga,Syntarga,http://www.syntarga.com,biotech,"700,000",acquired,NLD,,ED NIJMEGEN,ED NIJMEGEN,1,1/1/10, 2010-01 ,2010-Q1,2010,11/28/10,11/28/10,6/1/12
/company/syntasia,Syntasia,http://www.syntasia.com,games_video,"1,900,000",operating,KOR,CA,Seoul,Seoul,2,10/8/09, 2009-10 ,2009-Q4,2009,10/1/10,7/25/11,7/1/10
/company/syntaxin,Syntaxin,http://www.syntaxin.com,biotech,"71,390,000",acquired,GBR,CA,London,Abingdon,3,1/1/10, 2010-01 ,2010-Q1,2010,11/14/05,11/11/10,1/1/08
/company/syntensia,Syntensia,http://www.syntensia.com,software,"3,500,000",acquired,SWE,CA,Stockholm,Stockholm,1,1/1/05, 2005-01 ,2005-Q1,2005,6/13/08,6/13/08,9/19/13
/company/synterna-technologies,Synterna Technologies,http://www.synterna.com,software,"30,080",operating,USA,TX,Dallas,SACHSE,1,1/1/12, 2012-01 ,2012-Q1,2012,4/5/12,4/5/12,
/company/syntertainment,Syntertainment,http://syntertainment.com,games_video,"5,000,000",operating,USA,CA,SF Bay,Berkeley,1,1/1/12, 2012-01 ,2012-Q1,2012,9/18/13,9/18/13,8/1/13
/company/syntervention,Syntervention,http://syntervention.com,biotech,"39,000",operating,USA,NC,Raleigh-Durham,Rocky Mount,1,1/1/10, 2010-01 ,2010-Q1,2010,5/15/12,5/15/12,1/1/03
/company/synthace,Synthace,http://synthace.com,biotech,"4,869,827",operating,GBR,,London,London,3,1/1/11, 2011-01 ,2011-Q1,2011,4/12/13,9/24/13,
/company/stealthy,Synthego,http://www.synthego.com,other,"8,544,226",operating,USA,CA,SF Bay,Redwood City,2,7/1/12, 2012-07 ,2012-Q3,2012,8/14/12,7/5/13,4/11/12
/company/synthesio,Synthesio,http://synthesio.com,software,"2,180,000",operating,GBR,,London,London,3,6/1/06, 2006-06 ,2006-Q2,2006,6/18/06,9/14/11,1/1/07
/company/synthetic-biologics,Synthetic Biologics,http://syntheticbiologics.com,biotech,"16,103,380",operating,USA,MD,Washington DC,Rockville,2,1/1/01, 2001-01 ,2001-Q1,2001,11/6/12,9/23/13,1/1/12
/company/synthetic-genomics,Synthetic Genomics,http://www.syntheticgenomics.com,biotech,"40,000,001",operating,USA,CA,San Diego,La Jolla,2,1/1/05, 2005-01 ,2005-Q1,2005,12/23/05,2/5/13,7/9/10
/company/syntricity,Syntricity,http://www.syntricity.com,software,"9,100,000",operating,USA,CA,San Diego,San Diego,2,1/1/97, 1997-01 ,1997-Q1,1997,3/7/05,1/11/06,
/company/syntropharma,Syntropharma,http://www.syntropharma.com,biotech,"2,572,043",operating,GBR,WA,Saint Boswells,St Boswells,2,1/1/05, 2005-01 ,2005-Q1,2005,11/24/06,12/29/09,
/company/sypherlink,Sypherlink,http://www.sypherlink.com,software,"7,000,000",operating,USA,OH,Columbus,Dublin,2,1/1/01, 2001-01 ,2001-Q1,2001,6/28/05,8/1/07,6/5/13
